"","mem_point_","mem_point1","new_transe","new_tran_1","new_tran_2","new_tran_3","new_tran_4","new_tran_5","X","Y","elevation","elev_units","coords.x1","coords.x2","optional"
"25",0,0.25,0,-2202863.68546,1100451.55069,-2140361.88767,1183744.89088,2,-123.944790525,44.605173766,0.28,"meters",-123.944790525252,44.6051737660221,TRUE
"26",0,0.26,0,-2202863.68546,1100451.55069,-2140361.88767,1183744.89088,2,-123.943485142,44.6144774585,0.38,"meters",-123.943485142493,44.6144774584941,TRUE
"27",0,0.27,0,-2202863.68546,1100451.55069,-2140361.88767,1183744.89088,2,-123.942179122,44.6237813078,3.4,"meters",-123.942179122111,44.6237813077913,TRUE
"28",0,0.28,0,-2202863.68546,1100451.55069,-2140361.88767,1183744.89088,2,-123.940872467,44.6330853145,72.02,"meters",-123.940872467452,44.6330853144914,TRUE
"29",0,0.29,0,-2202863.68546,1100451.55069,-2140361.88767,1183744.89088,2,-123.939565178,44.6423894789,82.82,"meters",-123.939565177795,44.6423894788841,TRUE
"30",0,0.3,0,-2202863.68546,1100451.55069,-2140361.88767,1183744.89088,2,-123.938257252,44.6516938013,90.98,"meters",-123.938257252417,44.651693801259,TRUE
"31",0,0.31,0,-2202863.68546,1100451.55069,-2140361.88767,1183744.89088,2,-123.936948691,44.6609982819,76.07,"meters",-123.936948690596,44.6609982819061,TRUE
"32",0,0.32,0,-2202863.68546,1100451.55069,-2140361.88767,1183744.89088,2,-123.935639492,44.6703029211,81.82,"meters",-123.935639491609,44.6703029211154,TRUE
"33",0,0.33,0,-2202863.68546,1100451.55069,-2140361.88767,1183744.89088,2,-123.934329655,44.6796077192,92.31,"meters",-123.934329654731,44.6796077191769,TRUE
"34",0,0.34,0,-2202863.68546,1100451.55069,-2140361.88767,1183744.89088,2,-123.933019179,44.6889126764,149.09,"meters",-123.933019179239,44.688912676381,TRUE
"35",0,0.35,0,-2202863.68546,1100451.55069,-2140361.88767,1183744.89088,2,-123.931708064,44.698217793,106.28,"meters",-123.931708064406,44.6982177930178,TRUE
"36",0,0.36,0,-2202863.68546,1100451.55069,-2140361.88767,1183744.89088,2,-123.93039631,44.7075230694,49.79,"meters",-123.930396309507,44.7075230693781,TRUE
"37",0,0.37,0,-2202863.68546,1100451.55069,-2140361.88767,1183744.89088,2,-123.929083914,44.7168285058,34.96,"meters",-123.929083913814,44.7168285057525,TRUE
